sample	LONDD	LATDD	ELEV
S987	-114.25	49.567	1202
S988	-114	35	1220
S989	-113.67	42.33	1737
S990	-113.67	42.33	1829
S991	-113.67	42.33	1859
S992	-113.67	42.33	1859
S993	-113.67	42.33	1890
S994	-113.67	42.33	1890
S995	-113.67	42.33	1890
S996	-113.67	42.33	1920
S997	-113.67	42.33	2073
S998	-113.67	42.33	2134
S999	-113.67	42.33	2256
S1000	-113.65	48.8	1463
S1001	-113.567	48.833	1463
S1002	-113.45	48.85	1372
S1003	-113.4403	45.8406	1921
S1004	-113.3	48.85	1585
S1005	-113	52.5833	850
S1006	-112.67	43.5	1460
S1007	-112.67	43.5	1520
S1008	-112.396	46.531	2130
S1009	-112.25	36.25	2286
S1010	-112.25	36.25	2515
S1011	-112.25	36.25	2560
S1012	-112.217	36.717	2590
S1013	-112.166	46.452	1895
S1014	-112	42.33	1524
S1015	-112	42.33	1646
S1016	-112	42.33	1829
S1017	-111.7	37.95	2653
S1018	-111.667	38.617	2720
S1019	-111.3453	34.4622	2205
S1020	-110.833	34.333	2285
S1021	-110.75	32.33	2430
S1022	-110.733	44.917	2215
S1023	-110.284	44.49	2500
S1024	-110.261	44.299	2362
S1025	-110	34	1887
S1026	-110	34	1887
S1027	-110	34	1860
S1028	-110	34	1862
S1029	-110	34	1867
S1030	-110	34	1873
S1031	-110	34	1876
S1032	-110	34	1879
S1033	-110	34	1881
S1034	-110	34	1883
S1035	-110	34	1883
S1036	-110	34	1883
S1037	-110	34	1886
S1038	-110	34	1887
S1039	-110	34	1887
S1040	-110	34	1892
S1041	-110	34	1892
S1042	-110	34	1892
S1043	-110	34	1892
S1044	-110	34	1893
S1045	-110	34	1893
S1046	-110	34	1894
S1047	-110	34	1896
S1048	-110	34	1897
S1049	-110	34	1897
S1050	-110	35	1982
S1051	-110	35	1982
S1052	-110	35	1982
S1053	-110	35	1982
S1054	-110	35	1982
S1055	-109.92	43.459	2739
S1056	-109.83	33.33	1820
S1057	-109.83	33.33	1880
S1058	-109.83	33.33	1880
S1059	-109.83	33.33	1880
S1060	-109.83	33.33	1880
S1061	-109.83	33.33	1880
S1062	-109.83	34.25	1961
S1063	-109.83	34.25	2000
S1064	-109.83	34.25	2100
S1065	-109.83	34.25	2200
S1066	-109.83	34.25	2300
S1067	-109.83	34.25	2400
S1068	-109.5	34	2270
S1069	-109.5	34	2422
S1070	-109.08	36.27	2320
S1071	-109.07	36.28	2350
S1072	-109	36.25	1982
S1073	-109	36.25	2317
S1074	-109	36.25	2393
S1075	-109	36.25	2393
S1076	-109	36.25	2424
S1077	-109	36.25	2439
S1078	-109	36.25	2439
S1079	-109	36.25	2439
S1080	-109	36.25	2485
S1081	-109	36.25	2561
S1082	-109	36.25	2591
S1083	-108.9517	36.2375	2759
S1084	-108.833	36.006	2727
S1085	-108.811	35.982	2712
S1086	-108.8083	35.9689	2753
S1087	-108.717	42.55	2500
S1088	-108.504	37.474	2085
S1089	-108.5	36.5	2300
S1090	-108.5	36.5	2324
S1091	-108.5	36.5	2348
S1092	-108.5	36.5	2372
S1093	-108.5	36.5	2396
S1094	-108.5	36.5	2420
S1095	-108.15	37.417	3060
S1096	-108.103	37.469	3290
S1097	-107.88	37.33	2104
S1098	-107.86	37.28	2095
S1099	-107.81	37.48	2195
S1100	-107.808	37.613	2694
S1101	-107.75	37.5	2337
S1102	-107.75	37.5	2707
S1103	-107.466	44.5	2609
S1104	-107.26	44.179	2561
S1105	-107.25	44.167	2439
S1106	-106.933	44.317	2256
S1107	-106.733	44.333	1524
S1108	-106.25	35.75	2367
S1109	-106.25	35.75	2680
S1110	-105.5	37.5	2300
S1111	-105.5	37.5	2317
S1112	-105.5	37.5	2683
S1113	-105.5	37.5	3049
S1114	-105.5	37.5	3110
S1115	-105.5	37.5	3171
S1116	-105	36	2490
S1117	-105	36	2541
S1118	-105	36	2591
S1119	-105	36	2642
S1120	-132.0667	52.9333	550
S1121	-132.0667	52.9333	595
S1122	-123.8	47.9	762
S1123	-123.8	47.9	945
S1124	-123.8	47.9	1113
S1125	-123.8	47.9	1372
S1126	-123.4	49.9833	1480
S1127	-123.2838	47.8729	1829
S1128	-123.2432	47.8559	1737
S1129	-123.2167	49.4	945
S1130	-123.2027	47.839	1737
S1131	-123.15	50.0333	1725
S1132	-123.1167	50.05	1755
S1133	-123.0167	50.2	1480
S1134	-122.95	49.4167	1140
S1135	-122.95	50.2333	690
S1136	-122.9333	49.45	990
S1137	-122.2519	42.6517	1890
S1138	-122.2339	42.6581	2012
S1139	-122.1561	43.1292	1585
S1140	-121.875	46.7683	735
S1141	-121.87	46.8317	1305
S1142	-121.8317	46.9767	730
S1143	-121.8064	44.4056	1280
S1144	-121.7972	45.5811	1138
S1145	-121.7881	46.7714	935
S1146	-121.7833	48.95	1460
S1147	-121.7667	46.7819	1175
S1148	-121.7667	48.85	1460
S1149	-121.7667	48.8833	1280
S1150	-121.7625	46.7764	1360
S1151	-121.7567	44.0339	1658
S1152	-121.75	49	1250
S1153	-121.73	46.7697	1483
S1154	-121.6983	46.7628	1402
S1155	-121.6939	45.2192	1173
S1156	-121.6833	46.9	2280
S1157	-121.6708	46.9125	2135
S1158	-121.6664	46.9192	2057
S1159	-121.6572	46.9111	1859
S1160	-121.65	46.9167	1980
S1161	-121.64	46.9167	1980
S1162	-121.6283	46.9167	1880
S1163	-121.6167	46.9167	1740
S1164	-121.6128	46.8978	1280
S1165	-121.5	44.2333	2438
S1166	-121.4	44.25	2438
S1167	-121.3858	46.6433	1341
S1168	-121.36	46.6569	1282
S1169	-121.3333	50.1167	2030
S1170	-121.25	44.2333	2743
S1171	-121.1711	47.5789	1750
S1172	-121.1667	44.2333	2438
S1173	-121.15	48.6	168
S1174	-121.0833	44.2667	2438
S1175	-120.9	48.6	701
S1176	-120.75	48.5	1097
S1177	-120.7	48.5	1554
S1178	-120.7	48.75	2225
S1179	-120.68	48.73	2286
S1180	-120.65	48.52	1676
S1181	-120.25	38.75	1829
S1182	-120.25	38.75	2134
S1183	-120.25	38.75	2614
S1184	-120	36	1911
S1185	-120	36	1923
S1186	-120	36	1935
S1187	-120	36	1948
S1188	-120	36	1969
S1189	-120	36	1981
S1190	-120	36	1990
S1191	-120	36	2006
S1192	-120	36	2030
S1193	-120	36	2036
S1194	-120	36	2036
S1195	-120	36	2036
S1196	-120	36	2036
S1197	-120	36	2036
S1198	-120	36	2036
S1199	-120	36	2057
S1200	-120	36	2096
S1201	-120	36	2109
S1202	-120	36	2140
S1203	-119.95	48.68	2134
S1204	-119.85	51.75	1737
S1205	-119.78	37.75	1830
S1206	-119.75	37.74	1646
S1207	-119.72	37.73	1340
S1208	-119.72	37.8	2134
S1209	-119.65	37.85	2440
S1210	-119.65	37.85	2440
S1211	-119.51	37.81	2591
S1212	-119.37	37.06	1370
S1213	-119.37	37.87	2592
S1214	-119.33	37.09	1680
S1215	-119.3156	45.1164	1503
S1216	-119.258	37.908	3018
S1217	-119.25	37.16	2040
S1218	-119.25	37.75	2317
S1219	-119.25	37.75	2439
S1220	-119.25	37.75	2485
S1221	-119.25	37.75	2744
S1222	-119.21	37.95	2440
S1223	-119.2	37.22	2317
S1224	-119.13	37.27	2500
S1225	-119	37.65	2591
S1226	-119	37.65	2622
S1227	-119	38	3256
S1228	-119	38	3352
S1229	-118.2664	45.1103	1676
S1230	-118.2139	44.9583	2173
S1231	-118.1	52.867	1120
S1232	-118.07	52.88	564
S1233	-117.9	52.7	1238
S1234	-117.52	46.12	1676
S1235	-117.52	46.13	1737
S1236	-117.2	52.9	2134
S1237	-116.98	49.68	762
S1238	-116.417	51.65	1940
S1239	-115.5	36.25	2285
S1240	-115.5	36.25	2410
S1241	-115.5	36.25	2560
S1242	-114.58	49.73	1676
S1243	-114.4353	46.5614	1770
S1244	-114.2619	45.8919	2300
S1245	-113.67	42.33	1554
S1246	-113.67	42.33	1768
S1247	-113.67	42.33	1890
S1248	-113.67	42.33	1890
S1249	-113.67	42.33	1951
S1250	-113.67	42.33	1951
S1251	-113.67	42.33	2012
S1252	-113.67	42.33	2042
S1253	-113.67	42.33	2103
S1254	-113.67	42.33	2134
S1255	-113.67	42.33	2164
S1256	-113.67	42.33	2225
S1257	-113.67	42.33	2256
S1258	-113.67	42.33	2408
S1259	-113.67	42.33	2439
S1260	-113.67	42.33	2500
S1261	-111	32	2160
S1262	-111	32	2350
S1263	-111	32	2370
S1264	-110.6	44.65	2530
S1265	-110.4333	43.9667	2597
S1266	-110.317	43.767	2469
S1267	-110.3	44.067	2634
S1268	-110.233	43.933	2628
S1269	-110.233	44.15	2730
S1270	-110	34	1884
S1271	-110	34	1891
S1272	-110	34	1893
S1273	-110	34	1896
S1274	-110	34	1896
S1275	-109.959	43.468	2705
S1276	-109.95	43.439	2766
S1277	-109.941	43.45	2714
S1278	-109.939	43.472	2797
S1279	-109.5	34	2575
S1280	-109.5	34	2725
S1281	-109.5	34	3328
S1282	-109.1	36.28	2300
S1283	-109	36.25	2530
S1284	-109	36.25	2622
S1285	-109	36.25	2622
S1286	-109	36.25	2652
S1287	-109	36.25	2698
S1288	-109	36.25	2713
S1289	-109	36.25	2759
S1290	-109	36.25	2774
S1291	-109	36.25	2774
S1292	-109	36.25	2774
S1293	-109	36.25	2774
S1294	-109	36.25	2774
S1295	-109	36.25	2774
S1296	-109	36.25	2774
S1297	-109	36.25	2774
S1298	-109	36.25	2774
S1299	-109	36.25	2777
S1300	-109	36.25	2779
S1301	-108.221	37.469	2707
S1302	-108	34	2500
S1303	-108	34	2550
S1304	-108	34	2600
S1305	-108	34	2650
S1306	-108	34	2700
S1307	-107.82	37.53	2485
S1308	-107.82	37.6	2707
S1309	-107.81	37.53	2474
S1310	-107.81	37.55	2552
S1311	-107.81	37.65	2691
S1312	-107.81	37.65	2691
S1313	-107.81	37.65	2691
S1314	-107.81	37.65	2691
S1315	-107.81	37.65	2691
S1316	-107.78	37.65	2851
S1317	-107.78	37.67	3064
S1318	-107.78	37.68	3201
S1319	-107.78	37.7	3399
S1320	-107.77	37.42	2515
S1321	-107.77	37.7	3018
S1322	-107.75	37.5	3060
S1323	-107.75	37.5	3290
S1324	-107.7	37.71	3399
S1325	-107.7	37.72	3293
S1326	-107.7	37.73	3308
S1327	-107.7	37.74	3308
S1328	-107.68	37.75	3201
S1329	-107.68	37.75	3201
S1330	-107.68	37.75	3201
S1331	-107.68	37.75	3201
S1332	-107.68	37.75	3201
S1333	-107.133	44.167	2866
S1334	-107.08	38.83	2740
S1335	-107.08	38.83	2740
S1336	-107.08	38.83	2770
S1337	-107.08	38.83	2830
S1338	-107.08	38.83	2930
S1339	-107.08	38.83	2930
S1340	-107.051	40.024	3165
S1341	-106.25	35.75	2796
S1342	-106.25	35.75	2915
S1343	-105.5	37.5	3262
S1344	-105	36	2693
S1345	-105	36	2744
S1346	-105	36	2805
S1347	-105	36	3049
S1348	-104.83	54.33	442
S1349	-104.83	54.33	442
S1350	-104	37	2073
S1351	-104	37	2226
S1352	-104	37	2287
S1353	-104	37	2317
S1354	-104	37	2354
S1355	-104	37	2576
S1356	-104	37	2634
S1357	-104	37	2683
S1358	-104	37	2713
S1359	-104	37	2720
S1360	-104	37	2835
S1361	-104	37	2866
S1362	-104	37	2927
S1363	-104	37	2942
S1364	-104	37	2988
S1365	-104	37	3049
S1366	-104	37	3110
S1367	-104	37	3116
S1368	-104	37	3134
S1369	-104	37	3146
S1370	-104	37	3171
S1371	-104	37	3186
S1372	-104	37	3195
S1373	-104	37	3220
S1374	-137.75	58.72	91
S1375	-137.6667	58.45	229
S1376	-137.57	58.6	30
S1377	-134.616	58.416	46
S1378	-133.9	56.6	30
S1379	-133.7667	56.9	23
S1380	-133.22	55.95	2
S1381	-133.15	56.3	23
S1382	-132.72	55.5	55
S1383	-132.408	53.267	595
S1384	-132.12	54	15
S1385	-132.12	54.85	91
S1386	-131.9067	52.72	550
S1387	-131.1	55.38	152
S1388	-130.3	54.35	41
S1389	-130.17	54.17	0
S1390	-130.08	54.23	134
S1391	-130.0333	54.25	168
S1392	-129.58	54.47	30
S1393	-129.47	53.45	30
S1394	-128.28	52.48	15
S1395	-127.9167	50.85	5
S1396	-127.916	50.85	30
S1397	-127.87	51.7	30
S1398	-127.8333	50.5333	10
S1399	-127.58	51.22	76
S1400	-127.4167	50.7333	6
S1401	-127.38	50.68	30
S1402	-126.53	49.38	15
S1403	-126.43	50.56	76
S1404	-125.62	50.17	168
S1405	-124.7	48.3475	107
S1406	-124.6892	48.1441	61
S1407	-124.67	48.12	12
S1408	-124.6351	48.1017	15
S1409	-124.63	48.25	21
S1410	-124.58	47.86	15
S1411	-124.55	49.32	146
S1412	-124.53	47.84	15
S1413	-124.4865	48.0085	183
S1414	-124.473	48.1864	15
S1415	-124.3649	47.6271	46
S1416	-124.3514	47.661	61
S1417	-124.3243	47.7712	183
S1418	-124.2703	47.7797	183
S1419	-124.2027	47.5424	15
S1420	-124.2	40.466	8
S1421	-124.2	41.8	2
S1422	-124.1892	47.5169	15
S1423	-124.1757	47.5339	15
S1424	-124.1622	48.1356	168
S1425	-124.1351	47.678	503
S1426	-124.1216	47.7203	122
S1427	-124.1206	42.6022	901
S1428	-124.1169	44.0925	8
S1429	-124.1081	47.6949	122
S1430	-124.0858	42.4333	1212
S1431	-124.0811	47.0339	15
S1432	-124.0811	47.7373	122
S1433	-124.0541	47.7203	122
S1434	-124.05	46.3167	3
S1435	-124.0333	44.3667	46
S1436	-124.027	47.2542	91
S1437	-124.0167	44.5167	46
S1438	-124.0061	42.6975	716
S1439	-124	44.6	46
S1440	-124	47.2712	91
S1441	-124	47.5847	91
S1442	-124	47.7288	122
S1443	-123.9844	42.1872	1189
S1444	-123.973	48.0593	335
S1445	-123.9459	47.2797	107
S1446	-123.9333	44.95	61
S1447	-123.9324	47.3051	122
S1448	-123.93	47.25	61
S1449	-123.9054	47.2712	107
S1450	-123.8833	44.7333	91
S1451	-123.8667	44.75	91
S1452	-123.8514	47.4492	76
S1453	-123.8481	41.675	790
S1454	-123.8439	43.5958	128
S1455	-123.8378	47.7712	168
S1456	-123.8243	47.2458	122
S1457	-123.8243	47.3559	610
S1458	-123.8243	47.4237	76
S1459	-123.8042	42.2214	1210
S1460	-123.8	44.7333	91
S1461	-123.75	44.7	91
S1462	-123.7481	41.3786	1350
S1463	-123.7208	45.2153	790
S1464	-123.7192	41.5978	1629
S1465	-123.7144	41.2581	936
S1466	-123.7072	41.6119	1511
S1467	-123.7033	41.616	1617
S1468	-123.7	44.6833	183
S1469	-123.6978	41.2522	815
S1470	-123.6961	41.7594	1532
S1471	-123.6878	41.8147	1301
S1472	-123.6825	41.2644	539
S1473	-123.6757	47.3051	183
S1474	-123.671	41.8045	1447
S1475	-123.6704	41.8077	1398
S1476	-123.6678	41.3222	1137
S1477	-123.6486	47.5169	152
S1478	-123.6461	41.9017	1544
S1479	-123.6454	41.9226	1495
S1480	-123.6197	41.8486	1508
S1481	-123.6006	41.8817	1541
S1482	-123.6	47.6	335
S1483	-123.5946	48.0339	61
S1484	-123.5853	41.6947	1471
S1485	-123.58	41.7014	1337
S1486	-123.5792	45.8242	460
S1487	-123.5676	47.8898	625
S1488	-123.5667	44.65	274
S1489	-123.55	44.5333	1250
S1490	-123.55	44.55	1000
S1491	-123.5411	41.4864	596
S1492	-123.5393	41.9184	1556
S1493	-123.5158	41.9142	1313
S1494	-123.5135	47.3729	244
S1495	-123.5	44.5167	305
S1496	-123.5	44.5167	305
S1497	-123.5	44.5667	1067
S1498	-123.4917	41.1144	1620
S1499	-123.4833	44.5	305
S1500	-123.4789	41.1069	1809
S1501	-123.4667	44.5	274
S1502	-123.4667	44.6333	183
S1503	-123.4594	42.0222	1638
S1504	-123.4333	44.6167	91
S1505	-123.4189	47.3814	671
S1506	-123.4189	47.3898	945
S1507	-123.4159	42.0086	1537
S1508	-123.4142	41.1728	1723
S1509	-123.4055	42.0104	1611
S1510	-123.3747	41.1533	1891
S1511	-123.3714	42.0886	1780
S1512	-123.33	48.5	0
S1513	-123.3278	41.5617	1681
S1514	-123.3208	41.5472	1714
S1515	-123.3167	41.5297	1672
S1516	-123.3092	41.5658	1599
S1517	-123.3033	42.065	1590
S1518	-123.3003	41.9697	1635
S1519	-123.2642	41.5589	1790
S1520	-123.2372	41.56	1620
S1521	-123.2231	41.5464	1793
S1522	-123.2208	41.6297	1802
S1523	-123.2092	41.6125	1857
S1524	-123.2078	41.415	1771
S1525	-123.2027	47.8644	884
S1526	-123.1858	41.9214	1729
S1527	-123.1786	41.5525	1769
S1528	-123.1736	41.9361	1675
S1529	-123.1216	47.2542	61
S1530	-123.119	41.4913	1842
S1531	-123.1059	41.4964	1892
S1532	-123.1011	41.5453	1626
S1533	-123.1	48.1	15
S1534	-123.0833	50.1	625
S1535	-123.05	44.7167	91
S1536	-123.027	48.0169	61
S1537	-123.0135	47.3051	91
S1538	-122.98	47.62	30
S1539	-122.9681	41.3447	2106
S1540	-122.9606	41.3422	1970
S1541	-122.9403	41.2969	1802
S1542	-122.8919	47.6949	823
S1543	-122.8764	42.8964	689
S1544	-122.8649	47.8305	213
S1545	-122.805	41.0494	1842
S1546	-122.7731	40.99	1492
S1547	-122.7614	41.2225	1912
S1548	-122.7544	41.1528	1769
S1549	-122.75	44.45	183
S1550	-122.6622	47.7966	91
S1551	-122.65	49.28	305
S1552	-122.6	49.3	541
S1553	-122.5919	43.2289	1524
S1554	-122.5844	43.1181	732
S1555	-122.575	44.6333	988
S1556	-122.561	49.325	540
S1557	-122.55	44.4	274
S1558	-122.547	49.308	305
S1559	-122.5	44.3833	274
S1560	-122.4939	45.8044	155
S1561	-122.4356	42.6589	930
S1562	-122.4333	44.4333	366
S1563	-122.4306	41.2117	1945
S1564	-122.4269	41.2144	1830
S1565	-122.3711	41.2219	1695
S1566	-122.37	48.98	40
S1567	-122.3667	44.4333	1219
S1568	-122.3342	43.1667	1143
S1569	-122.3269	46.6689	865
S1570	-122.2986	46.8097	240
S1571	-122.2614	44.3583	1177
S1572	-122.25	44.3833	1219
S1573	-122.25	46.592	282
S1574	-122.2439	42.4444	1814
S1575	-122.2381	44.0203	1006
S1576	-122.2	44.4333	1006
S1577	-122.1333	44.4333	1219
S1578	-122.1247	42.64	1737
S1579	-122.1178	48.7692	198
S1580	-122.1147	43.4119	1615
S1581	-122.1131	44.8244	1146
S1582	-122.0667	44.4167	1402
S1583	-122.0533	47.0967	295
S1584	-122.0517	43.6206	1487
S1585	-122.0417	43.65	1465
S1586	-122.04	47.07	405
S1587	-122.036	43.7882	1690
S1588	-122.0333	43.6983	1681
S1589	-122.0269	43.6778	1698
S1590	-122.0167	44.4333	1524
S1591	-122	46.7581	530
S1592	-121.9814	44.8756	1143
S1593	-121.9667	45.45	1097
S1594	-121.95	45.8667	1006
S1595	-121.95	45.8667	1006
S1596	-121.9333	45.8667	1006
S1597	-121.9333	45.8667	1006
S1598	-121.9167	45.8667	1006
S1599	-121.9	45.8833	914
S1600	-121.9	45.8833	914
S1601	-121.8925	43.8239	1492
S1602	-121.8833	45.45	1219
S1603	-121.8833	45.8833	914
S1604	-121.8833	46.8	1060
S1605	-121.8633	46.9967	605
S1606	-121.8478	43.7994	1451
S1607	-121.8122	46.7522	820
S1608	-121.8058	46.6278	1204
S1609	-121.7878	45.0317	1280
S1610	-121.7667	49	1250
S1611	-121.75	49.3667	60
S1612	-121.7	49.4167	65
S1613	-121.6364	46.5775	884
S1614	-121.617	48.233	190
S1615	-121.5783	46.91	1435
S1616	-121.55	48.45	152
S1617	-116.73	47.13	1219
S1618	-130	58.42	762
S1619	-127.37	54.37	1143
S1620	-124.5	55.97	1050
S1621	-122.167	59.517	651
S1622	-121.17	56.25	419
S1623	-120.667	57.45	900
S1624	-119.717	56.717	1100
S1625	-119.483	56.767	1050
S1626	-117.767	53.267	1113
S1627	-117.5	55.083	688
S1628	-117.5	57.5	655
S1629	-117.47	55.07	701
S1630	-117.4167	58.75	440
S1631	-117.133	53.583	1054
S1632	-117.08	54.67	732
S1633	-116.833	54.45	783
S1634	-116.75	55.25	730
S1635	-116.73	53.57	914
S1636	-116.63	53.98	1341
S1637	-116.39	50.87	1067
S1638	-116.37	54.3	701
S1639	-116.1	53.6	908
S1640	-115.67	53.62	823
S1641	-115.63	55.32	579
S1642	-115.42	53	975
S1643	-115.37	54.07	762
S1644	-115.1667	52.4667	1000
S1645	-115.1	53.17	884
S1646	-115	51.12	1341
S1647	-114.833	51.8	1206
S1648	-114.667	55.25	584
S1649	-114.55	51.22	914
S1650	-114.167	51.167	1203
S1651	-114.15	53.22	762
S1652	-114.15	54.88	610
S1653	-114.15	59.25	880
S1654	-113.93	50.72	1036
S1655	-113.88	52.18	914
S1656	-113.667	55.083	642
S1657	-113.53	49.15	1311
S1658	-113.5	50.1667	1000
S1659	-113.38	49.73	945
S1660	-113.367	48.833	1463
S1661	-113.08	49.83	975
S1662	-112.75	54.5	704
S1663	-112.48	54.73	625
S1664	-112.417	49.8	820
S1665	-112.1	57.767	725
S1666	-111.12	48.92	1071
S1667	-108.483	53.783	762
S1668	-108.367	53.583	762
S1669	-108.367	53.583	762
S1670	-107.27	54.73	472
S1671	-106.067	53.833	524
S1672	-106	53.933	524
S1673	-105.933	53.567	494
S1674	-105.867	53.558	494
S1675	-105.817	54.033	524
S1676	-105.8	54.017	524
S1677	-105.717	54.05	524
S1678	-105.7	54.067	524
S1679	-105.67	55.75	358
S1680	-105.67	55.75	358
S1681	-105.67	55.75	358
S1682	-105.67	55.75	358
S1683	-105.55	54.55	594
S1684	-105.5333	54.4333	594
S1685	-105.533	54.575	594
S1686	-105.517	54.283	594
S1687	-105.433	54.733	594
S1688	-105.35	54.917	594
S1689	-105.317	55.05	594
S1690	-105.267	55.25	594
S1691	-105.267	55.267	369
S1692	-105.167	44.267	1372
S1693	-103.25	54.69	358
S1694	-102.946	54.7471	358
S1695	-102.946	54.7471	358
S1696	-102.946	54.7471	358
S1697	-102.946	54.7471	358
S1698	-102.946	54.7471	358
S1699	-102.946	54.7471	358
S1700	-102.946	54.7471	358
S1701	-102.671	53.7286	351
S1702	-102.671	53.7286	351
S1703	-102.671	53.7286	351
S1704	-102.671	53.7286	351
S1705	-102.671	53.7286	351
S1706	-102.671	53.7286	351
S1707	-102.671	53.7286	351
S1708	-102.3	49.817	746
S1709	-102.27	57.23	337
S1710	-102	55	299
S1711	-102	55	299
S1712	-102	55	299
S1713	-102	55	299
S1714	-102	55	299
S1715	-102	55	299
S1716	-101.85	54.73	330
S1717	-101.25	54.25	305
S1718	-101.08	51.83	689
S1719	-101.08	51.83	689
S1720	-101.005	51.73	440
S1721	-101.005	51.73	440
S1722	-101	50.42	546
S1723	-100.9	51.65	701
S1724	-100.8	51.6	351
S1725	-100.64	56.98	340
S1726	-100.37	51.27	351
S1727	-100.25	56.75	340
S1728	-100.15	49.07	526
S1729	-100.07	49.07	526
S1730	-100.05	49.02	526
S1731	-100.05	50.88	304
S1732	-100	58.75	351
S1733	-138	58.95	9
S1734	-137.75	58.72	34
S1735	-137.17	58.43	6
S1736	-136.45	58.07	46
S1737	-136.15	58.2	15
S1738	-135.58	57.15	30
S1739	-135.4	59.2	230
S1740	-135.08	58.07	38
S1741	-134.533	58.366	5
S1742	-133.38	57.43	30
S1743	-117.57	53.4	1067
S1744	-116.75	55.633	622
S1745	-108.17	53.55	689
S1746	-105.75	59.5	213
S1747	-105.75	59.5	213
S1748	-105.683	57.8	549
S1749	-105.683	57.8	549
S1750	-105	55.75	358
S1751	-105	55.75	358
S1752	-105	55.75	358
S1753	-105	55.75	358
S1754	-101.54	59.41	366
S1755	-101.43	59.11	351
S1756	-101.37	56.86	340
S1757	-101.17	59.58	366
S1758	-101.0419	56.8417	340
S1759	-100.3	58.87	351
S1760	-128.58	54.72	1341
S1761	-123.1667	49.8333	200
S1762	-123.0489	41.01	2160
S1763	-122.9833	50.0333	1845
S1764	-122.9833	50.0333	1845
S1765	-122.2333	50.4333	2210
S1766	-122.1667	51.0833	1970
S1767	-121.8	44.4333	3048
S1768	-121.35	50.0167	2000
S1769	-121.35	50.0167	2005
S1770	-121.25	50.0333	1830
S1771	-119.51	37.9	2743
S1772	-119.51	37.9	2743
S1773	-119.44	37.86	2713
S1774	-119.4	37.29	2927
S1775	-119.28	37.92	3200
S1776	-119.27	37.91	3018
S1777	-119.27	37.91	3062
S1778	-119.23	37.95	2744
S1779	-119.05	37.66	2775
S1780	-119.05	37.66	2776
S1781	-119.02	37.61	2805
S1782	-119.02	37.61	2805
S1783	-119	38	3648
S1784	-119	38	3949
S1785	-118.367	52.733	1935
S1786	-117.2728	45.2128	2438
S1787	-117.083	52.783	2209
S1788	-116.417	51.667	2225
S1789	-116.35	51.36	2015
S1790	-116.167	52.45	1395
S1791	-115.88	52.98	1097
S1792	-115.7	50.14	914
S1793	-115.5	41.25	2734
S1794	-115.5	41.25	2954
S1795	-115.5	41.25	3040
S1796	-115.5	41.25	3059
S1797	-115.5	41.25	3072
S1798	-115.1	51.0667	1370
S1799	-114.9867	45.7044	2250
S1800	-114.43	50.13	1981
S1801	-113.67	42.33	2317
S1802	-113.67	42.33	2408
S1803	-113.67	42.33	2469
S1804	-113.67	42.33	2530
S1805	-113.67	42.33	2550
S1806	-113.67	42.33	2550
S1807	-113.67	42.33	2554
S1808	-113.67	42.33	2560
S1809	-113.67	42.33	2560
S1810	-113.67	42.33	2615
S1811	-113.67	42.33	2624
S1812	-113.67	42.33	2652
S1813	-113.67	42.33	2682
S1814	-113.67	42.33	2698
S1815	-113.67	42.33	2698
S1816	-113.67	42.33	2713
S1817	-113.67	42.33	2743
S1818	-113.67	42.33	2829
S1819	-110.6	43.75	2073
S1820	-110.35	44.933	1884
S1821	-109.5	34	2880
S1822	-109.5	34	3025
S1823	-109.5	34	3160
S1824	-107.82	37.8	3837
S1825	-107.8167	37.8	3837
S1826	-107.81	37.81	3737
S1827	-107.81	37.81	3750
S1828	-107.8	37.483	2690
S1829	-107.78	37.84	3643
S1830	-107.78	37.84	3683
S1831	-107.75	37.74	3232
S1832	-107.7	37.71	3643
S1833	-107.698	37.738	3220
S1834	-107.684	37.746	3200
S1835	-107.61	37.8	3689
S1836	-107.61	37.81	3506
S1837	-107.583	37.817	3740
S1838	-106.25	35.75	3198
S1839	-106.25	35.75	3287
S1840	-105.58	39.937	2848
S1841	-105.542	40.083	3095
S1842	-105.5	37.5	3536
S1843	-105.5	37.5	3580
S1844	-105.5	37.5	3720
S1845	-105.5	37.55	3523
S1846	-105.5	37.7	2300
S1847	-105	36	2866
S1848	-105	36	2927
S1849	-105	36	2927
S1850	-105	36	2988
S1851	-105	36	3201
S1852	-105	36	3354
S1853	-105	36	3506
S1854	-105	36	3659
S1855	-103.717	44.333	1738
S1856	-158.52	59.8	142
S1857	-129.9833	55.9167	10
S1858	-129.9833	55.9167	855
S1859	-129.9833	55.9167	855
S1860	-129.9833	55.9167	870
S1861	-129.9833	55.9167	1130
S1862	-123.3833	50.7667	2090
S1863	-122.6333	50.0333	2060
S1864	-121.9	50.0833	1905
S1865	-121.72	46.8	1932
S1866	-121.6792	46.9042	2190
S1867	-121.675	46.9083	2185
S1868	-121.6667	46.9167	2135
S1869	-121.4	53.3	975
S1870	-121.2167	50.0333	1980
S1871	-119.3	37.93	3445
S1872	-119.28	37.92	3200
S1873	-119.25	37.94	2927
S1874	-119.23	37.94	2866
S1875	-117.217	52.242	2355
S1876	-116.313	51.343	2280
S1877	-115	50.6	2134
S1878	-110.6	44.956	2012
S1879	-109.5	34	3448
S1880	-107.75	37.5	3610
S1881	-107.08	38.83	2960
S1882	-107.08	38.83	3100
S1883	-107.08	38.83	3100
S1884	-107.08	38.83	3150
