"sample"	"gdd0"	"gdd5"	"chill"	"mtco"	"mtwa"	"mipt"	"aaetpt"	"apetpt"	"miptev"	"aaetptev"	"apetptev"	"miptdc"	"aaetptdc"	"apetptdc"	"totsnopt"	"annp"	"pjanpann"	"pjulpann"	"Jan_Tmp"	"Feb_Tmp"	"Mar_Tmp"	"Apr_Tmp"	"May_Tmp"	"Jun_Tmp"	"Jul_Tmp"	"Aug_Tmp"	"Sep_Tmp"	"Oct_Tmp"	"Nov_Tmp"	"Dec_Tmp"	"TMax"	"TMin"	"Jan_PPT"	"Feb_PPT"	"Mar_PPT"	"Apr_PPT"	"May_PPT"	"Jun_PPT"	"Jul_PPT"	"Aug_PPT"	"Sep_PPT"	"Oct_PPT"	"Nov_PPT"	"Dec_PPT"	"Jan_sun"	"Feb_sun"	"Mar_sun"	"Apr_sun"	"May_sun"	"Jun_sun"	"Jul_sun"	"Aug_sun"	"Sep_sun"	"Oct_sun"	"Nov_sun"	"Dec_sun"	"Need11"	"Broad11"	"Decid11"	"Ever11"	"TotWoody11"	"Open11"	"NeedStd"	"BroadStd"	"DecidStd"	"EverStd"
"S1403"	3064.6	1425.5	121	2.6	15.1	0.7891	460.5891	583.716	0.7891	460.5891	583.716	0.8111	433.8416	534.8516	155.5838	2261	0.1314	0.0296	2.7	3.7	5.1	7.3	10.2	12.6	14.9	15.1	12.7	8.9	4.6	2.6	33.7	-19.7	297	231	193	136	102	92	67	76	147	298	308	314	19.8	28.5	33.7	39.5	43.3	41.7	48.7	47.7	44.1	32.3	20.8	18.9	78.72	1.19	1.19	78.72	79.91	20.09	3.69	3.52	3.52	3.69
"S1404"	3106.6	1574.9	129	1.4	16.5	0.8016	493.8838	616.1105	0.8016	493.8838	616.1105	0.821	459.7916	560.0347	335.8843	2248	0.1303	0.0302	1.4	2.8	4.8	7.4	10.8	13.7	16.2	16.5	13.5	8.8	4.1	1.7	33.3	-20.9	293	232	206	132	104	93	68	76	120	279	321	324	20.2	29.3	35.4	41.6	46.2	45.2	53.2	52.2	47.2	34.1	21.4	19.3	79.16	0.84	0.84	79.16	80	20	3.17	3.17	3.17	3.17
"S1405"	3103	1389.3	104	3.3	14.6	0.8869	519.3298	585.527	0.8869	519.3298	585.527	0.9006	486.7574	540.5086	78.2651	2907	0.1345	0.0237	3.3	4.3	5.3	7	9.7	12.1	14.1	14.6	13	9.4	5.5	3.4	32.2	-17.7	391	342	314	201	136	97	69	76	131	299	416	435	17.5	25.1	30.1	35.3	38	37.3	45.9	46.3	44.3	32.8	18.6	15.7	70.54	8.41	8.41	70.54	78.95	21.05	13.04	11.96	11.96	13.04
"S1406"	3358.2	1571.9	64	4.1	15	0.8857	530.6315	599.0809	0.8857	530.6315	599.0809	0.8943	515.8941	576.8476	0	2780	0.1385	0.0223	4.1	5.2	6.1	7.7	10.4	12.8	14.6	15	13.5	10	6.4	4.3	32.6	-16.8	385	328	296	203	130	88	62	71	123	282	394	418	19	26.6	31	36	37.8	36.8	45.4	45.8	45.4	33.6	19.6	17.2	73.66	5.5	5.5	73.66	79.16	20.84	9.39	8.39	8.39	9.39
"S1407"	3455.5	1651.7	52	4.4	15.3	0.8865	535.7777	604.3679	0.8865	535.7777	604.3679	0.8933	524.4279	587.0794	0	2738	0.1388	0.0219	4.4	5.5	6.4	8	10.7	13	14.8	15.3	13.7	10.2	6.7	4.6	32.8	-15.9	380	322	291	202	128	86	60	70	121	278	388	412	19.1	26.6	31.1	36.2	37.9	36.9	45.4	45.9	45.6	33.5	19.7	17.3	73.59	5.49	5.49	73.59	79.08	20.92	9.57	8.65	8.65	9.57
"S1408"	3513.1	1699.8	44	4.6	15.3	0.8866	538.3411	607.2103	0.8866	538.3411	607.2103	0.8914	528.5855	592.9678	0	2717	0.1388	0.0217	4.6	5.7	6.6	8.2	10.8	13.2	14.9	15.3	13.9	10.3	6.9	4.8	32.9	-15.4	377	319	289	201	128	85	59	70	120	276	385	408	19.2	26.7	31.2	36.3	37.9	36.9	45.4	45.9	45.7	33.6	19.7	17.5	73.52	5.66	5.66	73.52	79.18	20.82	9.43	9.14	9.14	9.43
"S1409"	3337.1	1560.4	68	3.9	15.1	0.8978	536.2139	597.2419	0.8978	536.2139	597.2419	0.9059	519.4915	573.4419	1.6185	2829	0.1375	0.0223	3.9	5.1	6	7.7	10.4	12.7	14.6	15.1	13.5	9.9	6.3	4.2	32.7	-18.1	389	335	300	201	128	90	63	72	125	291	406	429	18.2	25.8	30.5	35.5	37.9	37.1	45.7	46.1	45	33.2	19.2	16.5	73.44	5.36	5.36	73.44	78.8	21.2	10.39	9.34	9.34	10.39
"S1410"	3513	1699.5	43	4.6	15.3	0.8868	545.4072	615.0424	0.8868	545.4072	615.0424	0.8911	535.3178	600.7077	0	2883	0.1422	0.0212	4.6	5.8	6.6	8.1	10.8	13.1	14.9	15.3	13.9	10.3	7	4.8	33.4	-15.9	410	341	310	215	134	87	61	73	126	287	398	441	20.9	28.5	32.7	37.4	38.7	37.7	46	46.2	46.9	34.7	20.9	18.9	55.04	19.13	19.13	55.04	74.17	25.83	31.89	23.95	23.95	31.89
"S1411"	3333.8	1678	114	2.7	16.9	0.7254	451.8943	622.9648	0.7254	451.8943	622.9648	0.7299	420.5832	576.2418	113.4443	1726	0.1385	0.0238	2.9	3.6	5.3	7.7	11	14.2	16.7	16.9	13.8	9.3	5.1	2.7	32.5	-18	239	192	160	97	72	56	41	49	80	204	264	272	14.5	24.2	31.1	37.7	43.5	43.1	53.1	54.2	47	31.2	17.3	14.4	75.64	2.92	2.92	75.64	78.56	21.44	10.14	6.95	6.95	10.14
"S1412"	3531.4	1720	43	4.5	15.4	0.875	542.0253	619.4427	0.875	542.0253	619.4427	0.8773	530.8265	605.0967	0	2944	0.1437	0.0207	4.5	5.9	6.6	8.2	10.9	13.2	15	15.4	14	10.4	6.9	4.8	33.5	-16.1	423	351	317	218	134	87	61	73	127	292	405	456	21	28.6	33	37.7	39.2	38.3	46.6	46.8	47.2	35	21.1	19	57.47	17.81	17.81	57.47	75.28	24.72	30.39	22.87	22.87	30.39
"S1413"	3376.8	1599	66	3.9	15.3	0.889	539.3195	606.6375	0.889	539.3195	606.6375	0.896	522.4492	583.1073	1.6904	2910	0.1423	0.021	3.9	5.2	6.1	7.8	10.5	12.9	14.8	15.3	13.7	10	NA	4.2	32.9	-17.2	414	350	312	215	133	87	61	71	124	290	406	447	20.2	27.7	31.9	36.7	38.3	37.4	46	46.2	46.2	34.5	20.4	18.1	73.98	4.43	4.43	73.98	78.41	21.59	8.67	7.94	7.94	8.67
"S1414"	3559.2	1754.7	49	4.4	15.8	0.8801	539.9368	613.4972	0.8801	539.9368	613.4972	0.8862	529.7471	597.7929	0	2836	0.1396	0.0208	4.4	5.7	6.6	8.4	11.1	13.4	15.3	15.8	14.1	10.5	6.8	4.6	33.2	-16.7	396	340	300	203	127	85	59	69	123	290	407	437	18.6	26.2	31	36	38.6	37.8	46.7	46.9	45.8	33.7	19.8	16.9	75.05	3.96	3.96	75.05	79.01	20.99	8.4	8.05	8.05	8.4
"S1415"	3540.6	1733.5	47	4.4	15.5	0.8859	566.8895	639.881	0.8859	566.8895	639.881	0.8892	554.476	623.5417	0	3158	0.1463	0.0199	4.4	5.9	6.6	8.2	10.9	13.2	15	15.5	14.2	10.5	7	4.7	34.1	-16.9	462	375	342	224	135	91	63	79	138	309	429	511	22.6	30.3	35.4	40.1	42.4	41.7	50.3	49.9	49.2	36.9	22.6	20	71.15	7.47	7.47	71.15	78.62	21.38	10.62	9.88	9.88	10.62
"S1416"	3543.7	1736.6	47	4.4	15.5	0.8892	566.9047	637.58	0.8892	566.9047	637.58	0.8926	554.5685	621.3163	0	3145	0.1463	0.02	4.4	5.9	6.6	8.2	10.9	13.3	15	15.5	14.2	10.5	7	4.7	34	-16.9	460	374	340	224	135	90	63	79	137	308	428	507	22.4	30	35.1	39.7	42	41.3	49.9	49.5	49	36.6	22.5	19.9	71.19	7.07	7.07	71.19	78.26	21.74	11.06	10.01	10.01	11.06
"S1417"	3425.1	1636.5	58	4.1	15.4	0.8896	556.2411	625.2726	0.8896	556.2411	625.2726	0.8939	540.6905	604.8598	0	3164	0.146	0.0199	4.1	5.5	6.2	7.8	10.6	13	14.8	15.4	13.9	10.2	6.5	4.3	33.5	-17.9	462	380	341	227	137	91	63	78	135	312	431	507	21.9	29.5	34.2	38.7	40.9	40.1	48.8	48.5	48.2	36.2	22	19.4	72.82	5.44	5.44	72.82	78.26	21.74	9.84	9.08	9.08	9.84
"S1418"	3434.5	1649.3	60	4	15.5	0.8846	556.1654	628.7324	0.8846	556.1654	628.7324	0.8911	541.1475	607.2736	0	3192	0.1466	0.0197	4	5.4	6.2	7.8	10.6	13.1	14.9	15.5	14	10.3	6.5	4.3	33.6	-18.4	468	383	343	226	136	91	63	79	137	315	435	516	21.9	29.6	34.4	38.9	41.4	40.7	49.5	49.1	48.4	36.4	22.2	19.4	72.81	4.92	4.92	72.81	77.73	22.27	9.68	8.11	8.11	9.68
"S1419"	3637.8	1818.3	37	4.7	15.6	0.8534	556.7894	652.4545	0.8534	556.7894	652.4545	0.8556	547.3732	639.788	0	3115	0.1467	0.0202	4.7	6.2	6.9	8.5	11.1	13.5	15.2	15.6	14.5	10.8	7.3	5	34.5	-15.4	457	367	339	218	132	89	63	79	138	302	423	508	23.1	30.8	36.4	41	43.7	43.2	51.8	51.2	50.2	37.4	23.2	20.3	69.07	6.98	6.98	69.07	76.05	23.95	11.92	9.36	9.36	11.92
"S1420"	4294.2	2469.2	0	8.7	15.1	0.5649	498.4839	882.4425	0.5649	498.4839	882.4425	0.5649	498.4839	882.4425	0	1493	0.1708	0.002	8.7	9.4	9.8	10.4	11.9	13.7	14.8	15.1	14.6	12.9	10.9	8.8	27.4	-2.7	255	211	201	104	39	12	3	15	28	105	258	262	48.4	50.9	58.3	66	65.6	64.5	63.5	59.6	62.7	54.9	45.6	45	64.96	9.79	9.79	64.96	74.75	25.25	20.1	11.94	11.94	20.1
"S1421"	4327.1	2502.1	0	7.4	16.8	0.6208	547.4137	881.7897	0.6208	547.4137	881.7897	0.6208	547.4137	881.7897	0	1648	0.1602	0.0061	7.4	8.6	8.9	10.2	12.5	15.1	16.7	16.8	15.7	12.9	9.7	7.5	33.4	-8.3	264	209	208	110	74	30	10	21	42	128	266	286	39.8	44.3	53.6	60.7	64.5	67.3	70.1	67.3	67.8	53.5	37	35.8	56.73	7.37	7.37	56.73	64.1	35.9	25.67	8.51	8.51	25.67
"S1422"	3640.9	1820.3	29	4.7	15.6	0.8721	570.7307	654.4098	0.8721	570.7307	654.4098	0.8743	563.1879	644.1661	0	3102	0.1467	0.0203	4.7	6.2	6.9	8.5	11.1	13.5	15.2	15.6	14.5	10.8	7.3	5.1	34.5	-15.1	455	364	338	217	131	89	63	79	138	300	422	506	23.2	31	36.7	41.2	44	43.5	52.1	51.5	50.4	37.6	23.3	20.4	68.64	6.88	6.88	68.64	75.52	24.48	12.1	9.21	9.21	12.1
"S1423"	3631.9	1812.4	37	4.7	15.6	0.8925	583.6686	653.9424	0.8925	583.6686	653.9424	0.8955	574.2321	641.2545	0	3126	0.1468	0.0202	4.7	6.1	6.9	8.4	11.1	13.5	15.2	15.6	14.5	10.8	7.3	5	34.4	-15.2	459	367	340	218	132	90	63	79	139	303	425	511	23.2	31	36.7	41.2	44	43.5	52.2	51.5	50.3	37.6	23.3	20.4	69.66	6.39	6.39	69.66	76.05	23.95	11.66	8.81	8.81	11.66
"S1424"	3374.2	1616.1	75	3.6	15.7	0.8714	542.6266	622.7065	0.8714	542.6266	622.7065	0.8785	522.8779	595.2	26.0581	2861	0.1444	0.0196	3.6	5	5.9	7.7	10.6	13.1	15.1	15.7	13.9	10	6.1	3.9	33	-18.8	413	346	302	197	120	82	56	67	121	289	408	460	20.3	28.1	33	37.6	41.4	40.9	50.2	49.7	47.4	36	21.7	18.1	75.96	3.03	3.03	75.96	78.99	21.01	7.55	5.86	5.86	7.55
"S1425"	3112	1395.5	104	3.2	14.7	0.878	546.5555	622.532	0.878	546.5555	622.532	0.8854	506.4062	571.9801	103.1245	3351	0.1474	0.0203	3.2	4.5	5.2	6.8	9.6	12.1	14.1	14.7	13.3	9.5	5.6	3.4	33.1	-20.2	494	397	363	232	141	98	68	84	146	326	454	548	23.2	31	35.9	40.1	42.9	42.4	51.3	50.5	49.1	37.8	23.2	20.1	73.71	4.39	4.39	73.71	78.1	21.9	8.68	7.22	7.22	8.68
"S1426"	3702.1	1882.6	37	4.7	16.1	0.8553	559.182	653.7641	0.8553	559.182	653.7641	0.8573	549.8533	641.3807	0	3056	0.1473	0.0196	4.7	6.2	7	8.7	11.4	13.8	15.6	16.1	14.7	10.9	7.3	5	34.3	-17.9	450	361	328	212	127	86	60	76	134	302	419	501	22.3	30.2	35.7	40.3	43.6	43.1	52	51.4	49.6	37.1	23	19.8	73.87	4.23	4.23	73.87	78.1	21.9	8.74	7.14	7.14	8.74
"S1427"	3040.9	1276.6	109	4	14	0.6561	515.1275	785.1087	0.6561	515.1275	785.1087	0.6294	436.8716	694.0762	0	1634	0.1634	0.008	4	4.8	4.9	NA	8.8	11.6	13.7	14	12.4	9.4	5.9	4	32.9	-21.1	267	205	198	110	72	39	13	23	45	125	255	282	36.7	42.3	51.3	56.9	61.8	66	71.3	69.4	68.7	52.9	32.7	31.6	74.66	1.1	1.1	74.66	75.76	24.24	8.78	3.55	3.55	8.78
"S1428"	4059.1	2234	0	6.9	15.9	0.564	456.0038	808.4605	0.564	456.0038	808.4605	0.564	456.0038	808.4605	0	1578	0.1597	0.0101	6.9	8	8.4	9.4	11.6	14.1	15.6	15.9	14.9	12.1	9.2	7.1	37.7	-13.7	252	194	184	109	75	49	16	26	50	118	237	268	31.2	38.6	48.9	54.1	59.7	63.2	69.6	68	66	47.9	28.7	26.2	60.55	15.06	15.06	60.55	75.61	24.39	18.24	12.77	12.77	18.24
"S1429"	3662.5	1846.8	40	4.6	16	0.8862	578.9602	653.3414	0.8862	578.9602	653.3414	0.889	568.7855	639.7816	0	3087	0.1474	0.0198	4.6	6.1	6.9	8.6	11.3	13.7	15.4	16	14.6	10.8	7.2	4.9	34.3	-17.6	455	364	332	214	129	87	61	77	135	304	422	507	22.5	30.4	35.9	40.5	43.8	43.4	52.2	51.6	49.8	37.3	23.2	19.9	74.29	3.94	3.94	74.29	78.23	21.77	8.2	6.64	6.64	8.2
"S1430"	3004.7	1266.7	115	3.7	14	0.6435	507.0112	787.9125	0.6435	507.0112	787.9125	0.6158	425.259	690.5449	19.3954	1562	0.1652	0.0083	3.7	4.6	4.8	6.1	8.7	11.7	13.9	14	12.4	9.2	5.7	3.7	33.1	-20.7	258	198	189	103	67	36	13	22	43	119	243	271	37.4	42.9	51.7	57.5	62.1	66.2	71.3	69.3	68.8	53.4	33.3	32.3	69.2	1.65	1.65	69.2	70.85	29.15	10.56	4.39	4.39	10.56
"S1431"	3725.8	1900.8	0	5.1	15.6	0.7969	543.9067	682.5293	0.7969	543.9067	682.5293	0.7969	543.9067	682.5293	0	2328	0.143	0.0198	5.1	6.5	7.2	8.7	11.2	13.5	15.1	15.6	14.7	11.3	7.9	5.4	35.7	-15.1	333	273	254	161	99	72	46	58	110	218	333	371	25.1	33.2	40.2	44.5	47.5	47.5	55.7	54.7	53.1	39.2	24.7	21.6	58.53	13.65	13.65	58.53	72.18	27.82	18.54	10.44	10.44	18.54
"S1432"	3784.3	1959.9	12	4.9	16.3	0.8893	586.809	659.8594	0.8893	586.809	659.8594	0.8904	583.6932	655.5623	0	2984	0.1471	0.0198	4.9	6.4	7.3	9	11.7	14	15.8	16.3	14.9	11.1	7.5	5.2	34.5	-18.5	439	351	319	206	124	84	59	75	131	296	410	490	22.2	30.1	35.8	40.5	44	43.6	52.6	51.9	49.8	37.1	23.2	19.8	74.44	3.53	3.53	74.44	77.97	22.03	8.56	6.48	6.48	8.56
"S1433"	3702.1	1882.6	37	4.7	16.1	0.8411	552.7624	657.1984	0.8411	552.7624	657.1984	0.8421	542.978	644.8026	0	2976	0.1472	0.0198	4.7	6.2	7	8.7	11.4	13.8	15.6	16.1	14.7	10.9	7.3	5	34.4	-19	438	349	319	205	124	85	59	75	130	294	410	488	22.4	30.4	36.1	40.6	44.2	43.9	52.8	52.1	49.9	37.3	23.3	19.9	75.12	2.97	2.97	75.12	78.09	21.91	8	5.9	5.9	8
"S1434"	3639.9	1814.9	0	5.4	15	0.7729	545.001	705.1686	0.7729	545.001	705.1686	0.7729	545.001	705.1686	0	1978	0.1486	0.0182	5.4	6.5	7.2	8.4	10.8	13.1	14.6	15	13.9	11	7.9	5.6	36.8	-15.5	294	231	212	140	87	69	36	45	88	177	285	314	27.3	35.6	44	47.7	51.2	52	59.5	58.3	56.2	40.9	25.9	22.8	45.34	21.83	21.83	45.34	67.17	32.83	16.87	13.74	13.74	16.87
"S1435"	3888.4	2063.4	0	6.6	15.3	0.6467	509.6729	788.151	0.6467	509.6729	788.151	0.6467	509.6729	788.151	0	1624	0.1613	0.0117	6.6	7.6	8	9	11.1	13.4	15	15.3	14.4	11.7	8.8	6.7	37.7	-15	262	200	185	111	77	54	19	27	55	122	236	276	30.8	38.4	48.6	53.4	58.8	62.1	68.6	67	64.9	47	28.3	25.8	63.84	15.46	15.46	63.84	79.3	20.7	12.73	12.16	12.16	12.73
"S1436"	3647.1	1827.7	37	4.7	15.7	0.8656	582.5114	672.9592	0.8656	582.5114	672.9592	0.8697	573.8625	659.8123	0	2793	0.1464	0.0208	4.7	6.1	6.9	8.5	11.1	13.4	15.2	15.7	14.6	11	7.4	5	35.1	-15.3	409	325	308	192	117	83	58	70	127	262	387	455	24.5	32.6	39.2	43.5	46.6	46.5	55.1	54.1	52.3	39	24.4	21.2	72.46	5.1	5.1	72.46	77.56	22.44	9.42	7.24	7.24	9.42
"S1437"	3809.2	1984.2	0	6.4	14.9	0.6931	538.8882	777.4933	0.6931	538.8882	777.4933	0.6931	538.8882	777.4933	0	1669	0.1618	0.012	6.4	7.5	7.9	8.7	10.9	13.2	14.6	NA	14.1	11.5	8.7	6.6	37.8	-15.4	270	206	189	113	80	58	20	28	58	126	238	283	30.7	38.3	48.5	53.1	58.4	61.4	68	66.5	64.3	46.6	28.2	25.5	59.12	19.3	19.3	59.12	78.42	21.58	16.5	15.45	15.45	16.5
"S1438"	3418.6	1609.2	47	4.6	15.3	0.6199	505.5838	815.6437	0.6199	505.5838	815.6437	0.6141	484.6301	789.2019	0	1422	0.1639	0.0077	4.6	5.7	6	7.3	10	12.9	15.1	15.3	13.6	10.3	6.7	4.6	34.2	-20.5	233	177	170	95	63	34	11	20	41	109	223	246	35.6	41.8	51.2	57	62.6	67.2	72.8	71	69.9	53.1	32	30.5	77.08	0.83	0.83	77.08	77.91	22.09	6.91	3.05	3.05	6.91
"S1439"	3736.2	1911.2	0	6.2	14.7	0.6613	509.7001	770.7634	0.6613	509.7001	770.7634	0.6613	509.7001	770.7634	0	1704	0.162	0.0123	6.2	7.3	7.7	8.5	10.7	13	14.4	14.7	13.9	11.3	8.5	6.4	37.9	-15.9	276	211	192	115	81	60	21	29	60	129	241	289	30.6	38.3	48.4	52.9	58.2	61.1	67.7	66.2	64	46.4	28.1	25.4	51.38	26.28	26.28	51.38	77.66	22.34	15.6	14.4	14.4	15.6
"S1440"	3616.7	1801.1	40	4.6	15.6	0.8487	570.1823	671.8352	0.8487	570.1823	671.8352	0.852	560.1784	657.5059	0	2837	0.147	0.0208	4.6	6	6.8	8.4	11	13.4	15.1	15.6	14.6	10.9	7.3	4.9	35	-15.5	417	330	313	195	119	84	59	71	129	265	392	463	24.6	32.7	39.3	43.5	46.7	46.6	55.2	54.2	52.3	39.1	24.5	21.3	72.38	5.04	5.04	72.38	77.42	22.58	9.69	7.38	7.38	9.69
"S1441"	3607.9	1796.5	43	4.5	15.9	0.8624	568.5134	659.2383	0.8624	568.5134	659.2383	0.8637	556.4754	644.2737	0	3017	0.1475	0.0206	4.5	5.9	6.7	8.3	11.1	13.5	15.4	15.9	14.5	10.7	7	4.8	34.6	-15.1	445	351	327	207	126	88	62	77	133	293	413	495	23.3	31.4	37.3	41.6	45.1	44.8	53.6	52.8	50.6	37.9	23.8	20.4	77.55	2.02	2.02	77.55	79.57	20.43	5.4	4.82	4.82	5.4
"S1442"	3632.3	1820.9	43	4.5	16	0.8359	548.1367	655.7295	0.8359	548.1367	655.7295	0.8379	537.1279	641.0476	0	2887	0.1465	0.0201	4.5	5.9	6.8	8.4	11.2	13.7	15.5	16	14.6	10.7	7	4.8	34.5	-21.2	423	337	309	198	121	84	58	73	127	286	400	471	22.5	30.7	36.4	40.7	44.6	44.2	53.2	52.4	49.9	37.4	23.4	20	76.54	2.08	2.08	76.54	78.62	21.38	6.49	4.8	4.8	6.49
"S1443"	2649.6	1090.6	157	2.4	13.6	0.6596	512.2056	776.5167	0.6596	512.2056	776.5167	0.6032	372.7109	617.8934	202.7145	1574	0.169	0.0083	2.4	3.3	3.5	5	7.9	11	13.5	13.6	11.7	8.2	4.3	2.4	33.4	-23	266	203	190	100	65	35	13	21	42	118	244	277	39.1	44.2	52.7	58.4	62.7	66.7	71.8	69.8	69.5	54.8	34.7	33.9	66.26	4.19	4.19	66.26	70.45	29.55	13.02	6.78	6.78	13.02
"S1444"	3571.8	1775.1	54	4.2	16.2	0.8317	536.8707	645.5096	0.8317	536.8707	645.5096	0.8355	524.0646	627.2821	0	2601	0.1457	0.0196	4.2	5.6	6.5	8.2	11.1	13.7	15.6	16.2	14.4	10.4	6.7	4.5	33.5	-17.9	379	308	272	175	107	74	51	62	112	265	374	422	21	29.1	34.6	39.1	43.9	43.5	53	52.2	48.7	36.9	22.9	18.9	77.61	1.39	1.39	77.61	79	21	6.85	4.3	4.3	6.85
"S1445"	3534.6	1732.3	50	4.3	15.5	0.8434	564.8938	669.8075	0.8434	564.8938	669.8075	0.8469	551.63	651.3607	0	2890	0.1474	0.0208	4.3	5.8	6.5	8.1	10.8	13.2	15	15.5	14.4	10.7	7	4.6	34.9	-15.9	426	336	320	198	121	86	60	73	130	269	398	473	24.7	32.9	39.5	43.7	47	46.9	55.6	54.6	52.5	39.3	24.6	21.3	71.93	5.1	5.1	71.93	77.03	22.97	10.08	7.46	7.46	10.08
"S1446"	3946.6	2121.6	0	6.5	15.6	0.7081	548.5104	774.6511	0.7081	548.5104	774.6511	0.7081	548.5104	774.6511	0	1725	0.1588	0.0139	6.5	7.7	8.2	9.2	11.4	13.8	15.3	15.6	14.6	11.7	8.8	6.7	39.2	-14	274	209	197	121	83	60	24	31	62	135	243	286	29.7	37.7	48	52.3	57.3	59.9	66.6	65	62.5	44.8	27.5	24.5	57.35	20.12	20.12	57.35	77.47	22.53	19.76	15.31	15.31	19.76
"S1447"	3495.2	1700.6	54	4.2	15.5	0.8555	571.1425	667.6334	0.8555	571.1425	667.6334	0.8611	557.6038	647.582	0	2963	0.1478	0.0209	4.2	5.6	6.4	8	10.7	13.1	15	15.5	14.3	10.6	6.8	4.4	34.7	-16.1	438	344	328	202	124	88	62	75	133	275	407	487	24.7	33	39.5	43.6	46.9	46.8	55.6	54.5	52.4	39.3	24.6	21.3	72.71	4.83	4.83	72.71	77.54	22.46	9.94	7.48	7.48	9.94
"S1448"	3613.8	1802.2	43	4.5	15.7	0.8665	585.7797	676.0239	0.8665	585.7797	676.0239	0.8705	574.9125	660.4147	0	2794	0.1475	0.0208	4.5	6	6.8	8.4	11	13.4	15.2	15.7	14.6	10.9	7.2	4.8	35.1	-15.6	412	325	309	191	117	83	58	70	126	259	387	457	24.8	33	39.8	43.9	47.3	47.3	56	54.9	52.8	39.3	24.7	21.4	70.85	5.46	5.46	70.85	76.31	23.69	10.1	7.24	7.24	10.1
"S1449"	3528.7	1731.5	52	4.2	15.6	0.8587	577.0516	671.9956	0.8587	577.0516	671.9956	0.8607	561.7713	652.7166	0	2868	0.1478	0.0209	4.2	5.7	6.5	8.1	10.8	13.2	15.1	15.6	14.4	10.7	6.9	4.5	34.9	-16	424	333	318	196	120	85	60	72	129	265	396	470	24.8	33.1	39.8	43.9	47.3	47.3	56	54.9	52.7	39.4	24.7	21.4	71.97	4.76	4.76	71.97	76.73	23.27	9.97	6.88	6.88	9.97
"S1450"	3645.6	1820.6	0	5.6	15	0.673	515.4827	765.9172	0.673	515.4827	765.9172	0.673	515.4827	765.9172	0	1735	0.162	0.0133	5.6	6.8	7.2	8.3	10.5	13	14.6	15	13.9	11	7.9	5.8	37.9	-16.9	281	212	196	118	82	60	23	30	61	134	246	292	30.5	38.4	48.5	52.8	57.9	60.9	67.7	66.1	63.7	46.2	27.9	25.1	47.72	30.34	30.34	47.72	78.06	21.94	11.97	11.86	11.86	11.97
"S1451"	3642.6	1817.6	0	5.5	15	0.709	542.8739	765.7065	0.709	542.8739	765.7065	0.709	542.8739	765.7065	0	1729	0.1619	0.0133	5.5	6.8	7.2	8.3	10.5	13	14.7	15	13.9	11	7.9	5.7	38	-16.9	280	211	195	117	82	60	23	30	61	134	245	291	30.5	38.4	48.5	52.8	57.9	60.8	67.7	66.1	63.6	46.1	27.9	25.1	49.4	28.96	28.96	49.4	78.36	21.64	13.15	12.86	12.86	13.15
"S1452"	3480.2	1689	57	4.1	15.6	0.8559	568.6137	664.3551	0.8559	568.6137	664.3551	0.8588	552.3785	643.2196	0	2977	0.1481	0.0212	4.1	5.5	6.3	7.9	10.7	13.2	15.1	15.6	14.2	10.4	6.7	4.4	35	-16.6	441	343	327	203	125	89	63	76	132	281	407	490	24.3	32.6	38.9	43	46.7	46.7	55.6	54.5	51.8	39	24.5	21	77.8	1.46	1.46	77.8	79.26	20.74	5.64	4.59	4.59	5.64
"S1453"	3699.8	1885.9	41	4.6	16.6	0.5712	492.18	861.7237	0.5712	492.18	861.7237	0.5629	470.5343	835.9573	0	1406	0.1721	0.0064	4.6	6	6.6	8.2	11.1	14.1	16.6	16.5	14.7	11	7.1	4.8	34.1	-15.1	242	188	173	87	53	24	9	17	34	102	223	254	41.2	45.9	54.6	61.4	65.3	68.3	71.9	69.4	69.6	55.9	37.8	36.7	71.06	4.79	4.79	71.06	75.85	24.15	10.18	7.03	7.03	10.18
"S1454"	4106.5	2281.5	0	6.1	17.3	0.6257	527.9269	843.6877	0.6257	527.9269	843.6877	0.6257	527.9269	843.6877	0	1391	0.1589	0.0086	6.1	7.4	8.2	9.5	12	14.9	17	17.3	15.5	12.1	8.5	6.2	36.7	-18.7	221	169	164	98	65	38	12	22	41	104	219	238	31.9	39.5	50	55.5	62	66.7	73.3	71.8	69.5	50.8	29.2	26.8	73.81	5.45	5.45	73.81	79.26	20.74	8.04	7.25	7.25	8.04
"S1455"	3653.5	1833.7	38	4.8	16.2	0.8518	562.2421	660.0704	0.8518	562.2421	660.0704	0.855	553.5571	647.4168	0	2540	0.1429	0.0217	4.8	5.9	6.7	8.3	11.2	13.7	15.7	16.2	14.6	10.7	7.1	4.9	34	-18.7	363	289	268	173	111	80	55	66	114	257	360	404	22.4	30.9	36.9	41	45.5	45.3	54.1	53.3	50	37.1	23.6	20	71.95	2.32	2.32	71.95	74.27	25.73	18.2	5.89	5.89	18.2
"S1456"	3608	1803.1	48	4.4	15.9	0.8441	575.0803	681.2782	0.8441	575.0803	681.2782	0.8464	561.7711	663.7422	0	2737	0.1483	0.0208	4.4	5.8	6.7	8.4	11.1	13.5	15.4	15.9	14.6	10.9	7	4.6	35.3	-15.8	406	318	303	187	115	82	57	68	122	251	380	448	25	33.4	40.4	44.5	48	48.1	56.9	55.8	53.2	39.7	24.9	21.4	71.07	5.2	5.2	71.07	76.27	23.73	9.94	6.96	6.96	9.94
