"sample"	"gdd0"	"gdd5"	"chill"	"mtco"	"mtwa"	"mipt"	"aaetpt"	"apetpt"	"miptev"	"aaetptev"	"apetptev"	"miptdc"	"aaetptdc"	"apetptdc"	"totsnopt"	"annp"	"pjanpann"	"pjulpann"	"Jan_Tmp"	"Feb_Tmp"	"Mar_Tmp"	"Apr_Tmp"	"May_Tmp"	"Jun_Tmp"	"Jul_Tmp"	"Aug_Tmp"	"Sep_Tmp"	"Oct_Tmp"	"Nov_Tmp"	"Dec_Tmp"	"TMax"	"TMin"	"Jan_PPT"	"Feb_PPT"	"Mar_PPT"	"Apr_PPT"	"May_PPT"	"Jun_PPT"	"Jul_PPT"	"Aug_PPT"	"Sep_PPT"	"Oct_PPT"	"Nov_PPT"	"Dec_PPT"	"Jan_sun"	"Feb_sun"	"Mar_sun"	"Apr_sun"	"May_sun"	"Jun_sun"	"Jul_sun"	"Aug_sun"	"Sep_sun"	"Oct_sun"	"Nov_sun"	"Dec_sun"	"Need11"	"Broad11"	"Decid11"	"Ever11"	"TotWoody11"	"Open11"	"NeedStd"	"BroadStd"	"DecidStd"	"EverStd"
"S244"	3142.5	1937.8	151	-5.3	20.2	0.2989	215.8397	722.2073	0.2899	206.5462	712.5523	0.2325	149.6067	643.4022	121.79	278	0.1151	0.036	-5.3	-1.4	3.1	7.7	12.5	16.7	20.2	19.9	14.7	8	0.7	-4.6	39.3	-32.2	32	25	22	21	23	21	10	16	14	17	36	41	21.7	32.7	43.6	48.9	53.1	55.6	65.5	64.9	59.5	48.8	23.6	18	0	0	0	0	0	100	0	0	0	0
"S245"	3436.8	2163.1	139	-4.2	21.3	0.311	233.9574	752.3088	0.3089	231.7254	750.0769	0.2491	170.3163	683.819	91.0544	234	0.1154	0.0299	-4.2	-0.1	4.3	8.6	13.5	17.7	21.3	20.9	15.8	9	1.9	-3.4	40.6	-30.6	27	20	19	19	20	18	7	12	11	15	31	35	21.5	32.5	44.4	49.6	54.3	57.3	67.1	66.4	60.8	49.3	23.5	17.7	0	0.08	0.08	0	0.08	99.92	0	0.99	0.99	0
"S246"	3275.8	2044	147	-5	20.8	0.2707	198.3462	732.5838	0.2624	190.0957	724.3333	0.201	132.2678	658.1223	107.6362	262	0.1107	0.0344	-5	-0.9	3.6	8.1	13.1	17.3	20.8	20.4	15.1	8.3	1.2	-4.1	39.5	-31.9	29	23	21	21	23	20	9	14	13	17	34	38	21.2	32.3	43.5	49	53.3	56	65.8	65.3	59.7	48.8	23.4	17.7	0	0.05	0.05	0	0.05	99.95	0	0.67	0.67	0
"S247"	3621.9	2316	134	-3.7	22.2	0.2785	215.9717	775.4466	0.2785	215.9717	775.4466	0.2146	152.2483	709.5172	79.3288	216	0.1204	0.0278	-3.7	0.6	4.7	9	14.3	18.5	22.2	21.7	16.4	9.5	2.4	-2.8	41.3	-31	26	18	18	17	18	18	6	9	10	15	29	32	21.3	32.6	45.1	50.5	55.5	58.8	68.9	68.1	62.4	50.4	23.7	17.6	0	0.07	0.07	0	0.07	99.93	0	1.08	1.08	0
"S248"	4013.7	2530.1	107	-0.4	22.2	0.2272	191.8467	844.3505	0.2272	191.8467	844.3505	0.1797	142.9531	795.4568	40.312	192	0.1302	0.026	-0.4	3.3	6.8	10.6	15	19.2	22.2	21.7	17	10.8	4.6	0.4	44.7	-30.8	25	17	16	14	16	13	5	8	10	15	25	28	21.5	32.8	48.2	54.1	60.7	65.8	76.3	74.8	68.5	54.7	25	17.8	0.02	0.08	0.08	0.02	0.1	99.9	0.34	0.82	0.82	0.34
"S249"	3226.9	2003.2	148	-5.1	20.5	0.2926	212.8931	727.7038	0.284	204.2428	719.0535	0.2224	145.096	652.3962	111.9159	276	0.1087	0.0362	-5.1	-1	3.4	8	12.9	17	20.5	20.2	15	8.2	1.1	-4.2	39	-31.5	30	24	23	22	25	21	10	15	14	18	35	39	21.1	32.2	43.3	48.9	53.2	55.8	65.7	65.2	59.6	48.8	23.3	17.6	0.04	0.14	0.14	0.04	0.18	99.82	0.62	1.43	1.43	0.62
"S250"	3944.7	2565.1	121	-2.6	23.3	0.2238	180.8692	808.1857	0.2238	180.8692	808.1857	0.1669	125.6484	752.9182	58.7168	181	0.1326	0.0166	-2.6	1.9	5.8	10	15.4	19.6	23.3	22.7	17.5	10.4	3.5	-1.7	42.1	-29.9	24	15	16	14	15	16	3	6	8	13	24	27	21	32.4	45.9	51.5	56.9	60.8	71	70	64.1	51.3	23.8	17.3	0	0.02	0.02	0	0.02	99.98	0	0.48	0.48	0
"S251"	4229.1	2693.4	98	0.1	22.8	0.2026	173.8175	857.8557	0.2026	173.8175	857.8557	0.1613	131.5847	815.6228	30.3302	174	0.1322	0.023	0.1	3.9	7.5	11.3	15.7	19.8	22.8	22.3	17.6	11.3	5.2	0.9	45.3	-29.9	23	15	14	12	15	12	4	7	9	14	23	26	21.1	32.4	48.2	54.1	60.9	66.1	76.6	75.1	68.7	54.6	24.8	17.4	0.02	0.08	0.08	0.02	0.1	99.9	0.34	0.82	0.82	0.34
"S252"	4135.9	2669.7	106	-0.9	23.1	0.1865	156.8862	841.0952	0.1865	156.8862	841.0952	0.1395	110.8875	795.0966	36.1536	157	0.1274	0.0255	-0.9	3.2	7	10.9	15.7	19.9	23.1	22.5	17.7	11.1	4.6	-0.1	43.7	-29.2	20	13	13	12	14	12	4	6	8	12	21	22	21	32.2	47.2	53.2	59.5	64.2	74.6	73.2	67	53.3	24.3	17.2	0.04	0.11	0.11	0.04	0.15	99.85	0.67	1.1	1.1	0.67
"S253"	3961.3	2574.2	120	-2.4	23.3	0.2156	174.9165	811.2656	0.2156	174.9165	811.2656	0.1592	120.4493	756.7985	55.7454	175	0.1314	0.0171	-2.4	2	5.9	10.1	15.4	19.6	23.3	22.7	17.5	10.5	3.6	-1.5	42.3	-29.8	23	15	15	14	15	15	3	5	7	13	24	26	20.9	32.3	46	51.6	57.2	61.1	71.4	70.4	64.4	51.5	23.8	17.2	0.05	0.02	0.02	0.05	0.07	99.93	0.62	0.28	0.28	0.62
"S254"	3543.7	2244.2	135	-3.8	21.7	0.3047	233.0436	764.941	0.3047	233.0436	764.941	0.2409	168.5332	699.4852	84.559	233	0.1116	0.03	-3.8	0.5	4.6	8.9	14	18.1	21.7	21.2	16.1	9.3	2.3	-2.9	40.8	-30.4	26	20	20	19	21	18	7	10	11	16	31	34	21	32.2	44.6	50.2	55.1	58.3	68.3	67.6	61.9	49.9	23.3	17.3	0.02	0.16	0.16	0.02	0.18	99.82	0.26	1.36	1.36	0.26
"S255"	3229.2	1997.6	147	-4.9	20.5	0.3844	280.793	730.4241	0.3783	273.5764	723.2075	0.3234	212.1121	655.8903	112.5856	282	0.1064	0.039	-4.9	-0.7	3.5	8	12.8	16.9	20.5	20.1	15	8.3	1.2	-3.9	39.3	-31.1	30	25	24	22	26	22	11	14	14	19	36	39	21	32.2	43.5	49.1	53.5	56.2	66.2	65.7	60.1	49	23.1	17.4	0.03	0.14	0.14	0.03	0.17	99.83	0.41	1.22	1.22	0.41
"S256"	2596.6	1468.6	174	-3.4	18.4	0.4033	356.7445	884.5803	0.4033	356.7445	884.5803	0.3053	215.4169	705.5245	165.8084	357	0.1261	0.0308	-3.4	-0.7	1.2	4.4	9.2	13.9	18.4	17.5	12.7	7.2	0.9	NA	38.1	-40.8	45	34	36	28	31	27	11	15	15	25	44	46	50	55.5	63.5	68	73.4	77.2	86.8	84.7	82.4	73.2	48.7	46.9	0	0	0	0	0	100	0	0	0	0
"S257"	1395.7	582.1	233	-4	12.1	0.1253	98.9758	789.9119	0.132	98.9758	749.7111	0.0514	23.3899	455.4398	66.9596	99	0.1313	0.0505	-3.8	-4	-4	-1.7	2.7	7.7	12.1	11.8	8.4	3.9	-1.4	-3.6	27.8	-36.5	13	11	11	8	6	5	5	5	5	7	11	12	66.5	69.2	72.5	75.5	72.2	73.3	77.8	76.7	77.5	76.6	64.6	62.6	7.88	1.15	1.15	7.88	9.03	90.97	13.27	4.58	4.58	13.27
"S258"	1395.7	582.1	233	-4	12.1	0.1253	98.9758	789.9119	0.132	98.9758	749.7111	0.0514	23.3899	455.4398	66.9596	99	0.1313	0.0505	-3.8	-4	-4	-1.7	2.7	7.7	12.1	11.8	8.4	3.9	-1.4	-3.6	27.8	-36.5	13	11	11	8	6	5	5	5	5	7	11	12	66.5	69.2	72.5	75.5	72.2	73.3	77.8	76.7	77.5	76.6	64.6	62.6	7.88	1.15	1.15	7.88	9.03	90.97	13.27	4.58	4.58	13.27
"S259"	1395.7	582.1	233	-4	12.1	0.1253	98.9758	789.9119	0.132	98.9758	749.7111	0.0514	23.3899	455.4398	66.9596	99	0.1313	0.0505	-3.8	-4	-4	-1.7	2.7	7.7	12.1	11.8	8.4	3.9	NA	-3.6	27.8	-36.5	13	11	11	8	6	5	5	5	5	7	11	12	66.5	69.2	72.5	75.5	72.2	73.3	77.8	76.7	77.5	76.6	64.6	62.6	7.88	1.15	1.15	7.88	9.03	90.97	13.27	4.58	4.58	13.27
"S260"	1395.7	582.1	233	-4	12.1	0.1253	98.9758	789.9119	0.132	98.9758	749.7111	0.0514	23.3899	455.4398	66.9596	99	0.1313	0.0505	-3.8	-4	-4	-1.7	2.7	7.7	12.1	11.8	8.4	3.9	-1.4	-3.6	27.8	-36.5	13	11	11	8	6	5	5	5	5	7	11	12	66.5	69.2	72.5	75.5	72.2	73.3	77.8	76.7	77.5	76.6	64.6	62.6	7.88	1.15	1.15	7.88	9.03	90.97	13.27	4.58	4.58	13.27
"S261"	1395.7	582.1	233	-4	12.1	0.1253	98.9758	789.9119	0.132	98.9758	749.7111	0.0514	23.3899	455.4398	66.9596	99	0.1313	0.0505	-3.8	-4	-4	-1.7	2.7	7.7	12.1	11.8	8.4	3.9	-1.4	-3.6	27.8	-36.5	13	11	11	8	6	5	5	5	5	7	11	12	66.5	69.2	72.5	75.5	72.2	73.3	77.8	76.7	77.5	76.6	64.6	62.6	7.88	1.15	1.15	7.88	9.03	90.97	13.27	4.58	4.58	13.27
"S262"	2821.7	1626.8	165	-2.9	19.3	0.3336	301.8545	904.819	0.3336	301.8545	904.819	0.2231	165.2109	740.5009	119.5303	302	0.1192	0.0331	-2.9	0.1	2.1	5.3	10.1	14.9	19.3	18.3	13.3	7.8	1.5	-2.2	39.2	-39.9	36	27	29	24	29	25	10	13	14	22	36	37	49.2	55.1	63.1	67.7	73.6	77.4	87.3	84.9	82.5	73.2	48.1	46.3	0	0	0	0	0	100	0	0	0	0
"S263"	3457.2	2137.9	134	-3.1	20.7	0.3076	237.8181	773.0349	0.3076	237.8181	773.0349	0.243	171.7823	706.999	83.8129	237	0.1097	0.038	-3.1	1	4.8	8.9	13.6	17.3	20.7	20.3	15.7	9.2	2.5	-2.3	41.9	-31.2	26	21	21	18	21	16	9	9	12	15	33	36	21	32.3	45.8	51.5	56.8	60.7	71.5	70.4	64.4	51.6	23.3	17.2	0	0	0	0	0	100	0	0	0	0
"S264"	3805.3	2384.2	118	-1.1	22	0.2955	246.8578	835.5049	0.2955	246.8578	835.5049	0.244	190.0113	778.6584	66.0158	247	0.1255	0.0283	-1.1	2.5	6	9.8	14.2	18.5	22	21.5	16.5	10.2	3.9	-0.6	43.4	-32.1	31	23	23	19	21	16	7	10	12	19	32	34	21.1	32.2	48.1	54.4	60.7	66.1	77.8	76	69.3	56.5	24.9	17.6	0.01	0.01	0.01	0.01	0.02	99.98	0.29	0.29	0.29	0.29
"S265"	3224.3	1958.9	143	-3.9	20	0.2875	215.1323	748.3956	0.2875	215.1323	748.3956	0.2111	142.4431	674.7957	105.7073	281	0.0996	0.0427	-3.9	0.1	3.9	8.1	12.6	16.5	20	19.6	14.9	8.5	1.8	-2.9	40.8	-31.6	28	25	25	22	26	19	12	13	14	18	38	41	21.1	32.5	45.1	50.9	55.8	59.3	70.2	69.2	63.3	50.9	23	17.3	0	0	0	0	0	100	0	0	0	0
"S266"	3507.4	2155.2	129	-2.2	20.7	0.2864	227.1463	793.0882	0.2864	227.1463	793.0882	0.2241	163.4464	729.3883	73.5468	227	0.1101	0.0264	-2.2	1.6	5.2	9	13.5	17.3	20.7	20.3	15.8	9.4	2.9	-1.8	41.9	-30.7	25	21	21	18	20	15	6	8	12	16	32	33	21.2	32.5	47	52.9	58.6	63.1	74.5	73.1	66.7	53.7	23.8	17.4	0	0	0	0	0	100	0	0	0	0
"S267"	3256.7	1961.4	138	-3.3	19.7	0.263	200.0703	760.7585	0.263	200.0703	760.7585	0.1902	131.3419	690.5339	98.9913	266	0.1053	0.0414	-3.3	0.6	4.4	8.3	12.7	16.4	19.7	19.3	15	8.7	2.2	-2.5	41.3	-31.1	28	25	24	20	23	16	11	11	13	17	37	41	21.3	32.8	46.1	51.9	57.1	61	72.2	71	65	52	23.3	17.4	0	0	0	0	0	100	0	0	0	0
"S268"	3352.8	2024.5	135	-2.4	20.1	0.3218	252.1686	783.7045	0.3218	252.1686	783.7045	0.2553	182.2178	713.7537	84.1837	252	0.1032	0.0317	-2.4	1.3	4.7	8.4	12.8	16.6	20.1	19.7	15.4	9	2.6	-2	41.8	-31.2	26	23	24	19	22	16	8	10	14	18	35	37	21.6	32.9	47.4	53.2	58.7	63.3	75	73.5	67.2	54.1	24	17.7	0	0	0	0	0	100	0	0	0	0
"S269"	3305.3	1990.1	136	-2.8	19.8	0.3374	259.6973	769.601	0.3374	259.6973	769.601	0.2728	191.1766	700.8344	93.2046	260	0.1077	0.0385	-2.8	1	4.7	8.5	12.8	16.4	19.8	19.4	15.2	8.8	2.4	-2.2	41.5	-30.7	28	24	24	19	22	16	10	10	13	17	37	40	21.4	32.8	46.6	52.4	57.8	61.9	73.2	72	65.8	52.6	23.4	17.4	0	0	0	0	0	100	0	0	0	0
"S270"	3985	2491.3	106	0	22.2	0.3288	276.5621	841.1418	0.3288	276.5621	841.1418	0.2893	229.8636	794.4435	52.3129	277	0.1155	0.0253	0	3.5	6.8	10.2	14.4	18.7	22.2	21.8	17.1	10.8	4.6	0.3	43.9	-30.2	32	25	28	22	23	16	7	10	14	23	38	39	20.2	31.4	47.6	54	60.6	66.1	77.9	76.2	69.3	55.6	23.9	16.6	0.02	0.01	0.01	0.02	0.03	99.97	0.33	0.19	0.19	0.33
"S271"	3340.7	2012.2	135	-2.3	20	0.332	260.1712	783.5692	0.332	260.1712	783.5692	0.2665	190.1871	713.5851	87.2208	260	0.1038	0.0308	-2.3	1.3	4.7	8.4	12.6	16.5	20	19.7	15.4	9	2.6	-2	41.9	-31.3	27	24	25	20	22	16	8	10	14	19	37	38	21.7	33.1	47.5	53.3	58.9	63.5	75.3	73.8	67.4	54.1	24	17.7	0	0	0	0	0	100	0	0	0	0
"S272"	3097.2	1811.7	150	-2.5	20.1	0.3046	274.7597	902.0348	0.3046	274.7597	902.0348	0.2065	159.8478	774.1939	88.6359	275	0.1127	0.0327	-2.5	1.2	3.4	6.6	11.4	16	20.1	18.9	13.9	8.4	2.2	-1.6	41.6	-36.8	31	22	27	22	29	24	9	12	13	21	32	33	41.9	50.1	60.2	65.3	71.9	75.9	86.4	84	80.7	69.7	41.8	39.2	1.91	0.72	0.72	1.91	2.63	97.37	5.36	2.97	2.97	5.36
"S273"	3652	2238.1	121	-1	21.2	0.2931	240.3343	820.0183	0.2931	240.3343	820.0183	0.239	181.8809	761.1282	79.0676	303	0.1155	0.0297	-1	2.5	5.7	9.1	13.2	17.6	21.2	20.9	16.2	10	3.7	-0.7	43	-31.5	35	28	30	24	25	19	9	11	15	24	41	42	21.5	32.6	48.2	54.3	60.4	65.6	78.2	76.4	69.5	55.9	24.5	17.8	0	0	0	0	0	100	0	0	0	0
"S274"	4760.2	3034.7	69	3	24.5	0.1737	205.1391	1180.9778	0.1737	205.1391	1180.9778	0.1247	138.9312	1114.0741	9.1405	205	0.1854	0.0341	3	5.5	7.9	11.5	16.3	21.1	24.5	23.3	19.1	13.6	7.1	3	41.6	-22.4	38	34	21	14	10	6	7	5	8	7	23	32	60.2	68.4	75.8	81.3	83.8	87.9	90.6	89.7	89	84	67.1	58.6	0	0.02	0.02	0	0.02	99.98	0	0.48	0.48	0
"S275"	3712.5	2281.2	118	-0.7	21.3	0.3703	305.6602	825.3649	0.3703	305.6602	825.3649	0.3241	249.237	768.9417	75.6801	308	0.1169	0.0292	-0.7	2.7	5.9	9.3	13.4	17.8	21.3	21.1	16.4	10.1	3.9	-0.4	43.2	-31.4	36	29	31	24	25	19	9	11	15	24	42	43	21.5	32.6	48.3	54.4	60.5	65.8	78.6	76.8	69.8	56	24.5	17.9	0	0	0	0	0	100	0	0	0	0
"S276"	3012.2	1747.7	153	-2.8	19.8	0.3279	291.7244	889.6503	0.3279	291.7244	889.6503	0.23	174.6759	759.3256	99.7306	292	0.1164	0.0308	-2.8	1	3.1	6.3	11.1	15.7	19.8	18.6	13.5	8.2	2	-1.9	40.9	-36.8	34	24	29	23	30	25	9	13	14	22	34	35	41	49.5	59.8	64.9	71.4	75.4	85.9	83.5	80.2	69.2	41	38.4	0.61	0.47	0.47	0.61	1.08	98.92	3.08	2.37	2.37	3.08
"S277"	3583.6	2184.5	125	-1.1	20.9	0.384	313.7057	816.8529	0.384	313.7057	816.8529	0.3327	250.7719	753.7872	89.1604	319	0.116	0.0313	-1.1	2.3	5.4	8.9	13	17.4	20.9	20.7	16	9.8	3.5	-0.8	42.8	-31.8	37	30	32	25	25	20	10	12	16	24	43	45	22.1	33.1	48.6	54.5	60.4	65.6	78.7	76.9	69.8	56.1	24.8	18.4	0	0	0	0	0	100	0	0	0	0
"S278"	3753.4	2307.3	116	-0.5	21.4	0.3761	311.7979	829.0555	0.3761	311.7979	829.0555	0.3317	256.7224	773.98	73.2614	315	0.1175	0.0286	-0.5	2.9	6	9.4	13.5	17.9	21.4	21.2	16.5	10.2	4.1	-0.2	43.3	-31.3	37	30	32	25	25	19	9	11	15	24	43	45	21.6	32.6	48.5	54.5	60.6	66	79	77.2	70.1	56.1	24.6	18	0	0	0	0	0	100	0	0	0	0
"S279"	3560.3	2166.2	125	-1.3	20.8	0.3496	284.1935	812.8578	0.3496	284.1935	812.8578	0.2972	222.9906	750.3988	92.9163	314	0.121	0.0318	-1.3	2.2	5.4	8.8	12.9	17.3	20.8	20.6	16	9.7	3.5	-0.9	42.7	-31.2	38	30	31	24	24	19	10	11	15	23	43	46	22.5	33.8	48.9	54.7	60.4	65.4	78.5	76.8	69.8	55.5	24.7	18.7	0	0	0	0	0	100	0	0	0	0
"S280"	3336.6	2007.1	136	-2.2	20.2	0.3451	274.1962	794.5724	0.3451	274.1962	794.5724	0.2835	204.5629	721.4967	119.8427	341	0.129	0.0352	-2.2	1.3	4.4	8.1	12.3	16.6	20.2	20	15.3	9	2.8	-1.6	41.8	-31.5	44	32	32	25	26	22	12	13	15	24	46	50	24.1	35.7	49.9	55.4	60.4	65.1	77.9	76.1	69.6	55	24.8	19.6	0	0	0	0	0	100	0	0	0	0
"S281"	3281.9	1965	139	-2.3	20	0.3631	287.6886	792.3843	0.3631	287.6886	792.3843	0.2974	212.8343	715.6909	126.9097	354	0.1271	0.0367	-2.3	1.1	4.2	7.9	12.1	16.4	20	19.8	15.1	8.9	2.7	-1.8	41.7	-31.9	45	33	33	26	27	23	13	14	16	25	47	52	24.5	36	50.2	55.6	60.5	65.2	78.3	76.5	69.9	55.4	25.1	20	0	0	0	0	0	100	0	0	0	0
"S282"	3658.7	2214.9	118	-0.5	21	0.4249	353.486	832.0141	0.4249	353.486	832.0141	0.3815	295.1326	773.6606	89.1638	375	0.1253	0.032	-0.5	2.8	5.7	9.1	13.1	17.4	21	20.7	16	10	4.1	0	43.2	-32.1	47	37	39	28	28	23	12	14	17	26	49	55	23.7	34.6	50	55.6	61.3	66.4	81.9	79.9	71.9	57	26	20.3	0	0	0	0	0	100	0	0	0	0
"S283"	3083.2	1767.8	142	-1.8	18.7	0.4873	388.8168	797.8991	0.4873	388.8168	797.8991	0.4331	308.6324	712.5645	193.299	571	0.1278	0.0315	-1.8	1.2	3.9	7.3	11.3	15.1	18.5	18.7	14.2	8.7	2.7	-1.3	41.9	-34	73	54	54	46	45	40	18	24	25	43	74	75	27.2	37.7	51.8	56.2	60.7	65.2	84.6	82.4	73	57.2	28.4	24.2	1.46	1.91	1.91	1.46	3.37	96.63	6.29	7.23	7.23	6.29
"S284"	3125.1	1885.2	157	-1.6	20.9	0.302	300.9819	996.788	0.302	300.9819	996.788	0.194	156.0594	804.6151	91.5517	301	0.0963	0.0598	-1.6	0.4	2.1	5.5	10.8	16.2	20.9	19.8	14.9	9.4	2.7	-1.2	39	-35.5	29	27	33	30	31	22	18	19	18	20	26	28	67.2	68.8	72.3	75	77.2	81.7	84.5	83	84.2	79.7	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S285"	3107.2	1875.5	157	-1.6	20.8	0.3056	303.9991	994.8508	0.3056	303.9991	994.8508	0.1995	160.233	803.2656	93.662	304	0.0954	0.0592	-1.6	0.3	2	5.5	10.8	16.2	20.8	19.7	14.9	9.3	2.6	-1.3	38.9	-35.6	29	27	34	31	31	23	18	19	18	20	26	28	67.3	68.9	72.2	74.9	77.1	81.6	84.4	82.9	84.2	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S286"	3107.2	1875.5	157	-1.6	20.8	0.3056	303.9991	994.8508	0.3056	303.9991	994.8508	0.1995	160.233	803.2656	93.662	304	0.0954	0.0592	-1.6	0.3	2	5.5	10.8	16.2	20.8	19.7	14.9	9.3	2.6	-1.3	38.9	-35.6	29	27	34	31	31	23	18	19	18	20	26	28	67.3	68.9	72.2	74.9	77.1	81.6	84.4	82.9	84.2	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S287"	3095	1864.4	158	-1.6	20.8	0.3059	303.9991	993.6437	0.3059	303.9991	993.6437	0.1977	158.0579	799.4578	93.7714	304	0.0954	0.0592	-1.6	0.3	2	5.4	10.7	16.1	20.8	19.7	14.8	9.3	2.6	-1.3	38.9	-35.6	29	27	34	31	31	23	18	19	18	20	26	28	67.3	68.9	72.2	74.9	77.1	81.6	84.4	82.9	84.2	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S288"	3085.8	1858.5	158	-1.7	20.8	0.3094	307.021	992.4411	0.3094	307.021	992.4411	0.2019	161.2059	798.5864	96.2152	307	0.0977	0.0586	-1.7	0.3	1.9	5.4	10.7	16.1	20.8	19.6	14.8	9.2	2.6	-1.3	38.8	-35.7	30	28	34	31	31	23	18	19	19	20	26	28	67.3	68.9	72.2	74.9	77	81.6	84.3	82.8	84.1	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S289"	3085.8	1858.5	158	-1.7	20.8	0.3094	307.021	992.4411	0.3094	307.021	992.4411	0.2019	161.2059	798.5864	96.2152	307	0.0977	0.0586	-1.7	0.3	1.9	5.4	10.7	16.1	20.8	19.6	14.8	9.2	2.6	-1.3	38.8	-35.7	30	28	34	31	31	23	18	19	19	20	26	28	67.3	68.9	72.2	74.9	77	81.6	84.3	82.8	84.1	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S290"	3085.8	1858.5	158	-1.7	20.8	0.3094	307.021	992.4411	0.3094	307.021	992.4411	0.2019	161.2059	798.5864	96.2152	307	0.0977	0.0586	-1.7	0.3	1.9	5.4	10.7	16.1	20.8	19.6	14.8	9.2	2.6	-1.3	38.8	-35.7	30	28	34	31	31	23	18	19	19	20	26	28	67.3	68.9	72.2	74.9	77	81.6	84.3	82.8	84.1	79.6	65.7	64.7	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S291"	3041.9	1827	161	-1.8	20.6	0.3149	311.0054	987.5317	0.3149	311.0054	987.5317	0.2062	162.4699	787.9673	100.5162	311	0.0965	0.0579	NA	0.1	1.8	5.2	10.5	15.9	20.6	19.5	14.7	9.1	2.5	-1.4	38.7	-35.9	30	28	35	31	31	23	18	19	19	21	27	29	67.4	68.9	72.2	74.8	76.9	81.4	84.2	82.7	84	79.5	65.6	64.8	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S292"	3036	1823.3	161	-1.8	20.6	0.3161	311.9893	986.9304	0.3161	311.9893	986.9304	0.2078	163.6313	787.4601	100.9032	312	0.0962	0.0577	-1.8	0.1	1.8	5.2	10.5	15.9	20.6	19.5	14.6	9.1	2.4	-1.4	38.7	-36	30	28	35	31	31	23	18	20	19	21	27	29	67.4	68.9	72.2	74.8	76.9	81.4	84.1	82.6	84	79.5	65.6	64.8	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S293"	3020.1	1812.5	162	-1.8	20.5	0.3187	313.9247	985.0839	0.3187	313.9247	985.0839	0.2092	163.833	783.2925	102.8404	314	0.0987	0.0573	-1.8	0.1	1.7	5.1	10.5	15.8	20.5	19.4	14.6	9.1	2.4	-1.5	38.6	-36	31	28	35	31	32	23	18	20	19	21	27	29	67.4	68.9	72.2	74.8	76.8	81.3	84.1	82.6	83.9	79.5	65.6	64.8	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S294"	3006.3	1803.5	162	-1.9	20.5	0.3234	317.995	983.4126	0.3234	317.995	983.4126	0.2177	170.2762	782.164	105.9153	318	0.0975	0.0597	-1.9	0	1.6	5.1	10.4	15.8	20.5	19.4	14.5	9	2.4	-1.5	38.5	-36.1	31	29	35	32	32	23	19	20	19	21	27	30	67.5	68.9	72.1	74.7	76.8	81.3	84	82.5	83.8	79.4	65.6	64.8	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S295"	2984.6	1786.3	164	-1.9	20.4	0.3262	319.9955	980.9728	0.3262	319.9955	980.9728	0.2175	168.7535	775.9358	107.4658	320	0.0969	0.0594	-1.9	0	1.6	5	10.3	15.7	20.4	19.3	14.5	8.9	2.3	-1.6	38.5	-36.2	31	29	36	32	32	23	19	20	19	21	28	30	67.5	68.9	72.1	74.7	76.7	81.2	83.9	82.4	83.8	79.4	65.6	64.9	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S296"	2958.9	1769	164	-1.9	20.3	0.3292	321.9637	978.0416	0.3292	321.9637	978.0416	0.2244	173.5739	773.6421	110.2065	322	0.0994	0.059	-1.9	-0.1	1.5	4.9	10.2	15.6	20.3	19.2	14.4	8.9	2.2	-1.6	38.4	-36.4	32	29	36	32	32	24	19	20	19	21	28	30	67.5	68.9	72.1	74.6	76.6	81.1	83.8	82.3	83.7	79.3	65.6	64.9	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S297"	2951.6	1766.2	164	-2	20.3	0.3294	321.9637	977.395	0.3294	321.9637	977.395	0.2282	176.5229	773.4669	111.4995	322	0.0994	0.059	-2	-0.2	1.4	4.9	10.2	15.6	20.3	19.2	14.4	8.8	2.2	-1.6	38.4	-36.4	32	29	36	32	32	24	19	20	19	21	28	30	67.6	68.9	72.1	74.6	76.6	81.1	83.8	82.3	83.7	79.3	65.6	64.9	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
"S298"	2942.4	1758.7	165	-2	20.3	0.3308	322.9637	976.3044	0.3308	322.9637	976.3044	0.227	174.704	769.7221	112.6118	323	0.0991	0.0588	-2	-0.2	1.4	4.8	10.2	15.5	20.3	19.2	14.3	8.8	2.2	-1.6	38.3	-36.5	32	29	36	32	32	24	19	20	19	21	28	31	67.6	68.9	72.1	74.6	76.5	81	83.8	82.3	83.7	79.3	65.6	64.9	1.94	1.18	1.18	1.94	3.12	96.88	5.88	4	4	5.88
